file FFTd=typical_B2_plus_noise.dat
Selected B range, Bmin=6.060 T Bmax=17.950 T
Subtracted Poly order =3
Padding =8
F[T]	Amp
 3.37367362310026E+0002	 5.87478861872654E-0003
 3.38480785948013E+0002	 6.06149335205962E-0003
 3.39594209586000E+0002	 6.20774659158733E-0003
 3.40707633223987E+0002	 6.30464284262738E-0003
 3.41821056861974E+0002	 6.34536188021274E-0003
 3.42934480499961E+0002	 6.32531173398626E-0003
 3.44047904137947E+0002	 6.24214757187151E-0003
 3.45161327775934E+0002	 6.09570984189563E-0003
 3.46274751413921E+0002	 5.88791344509926E-0003
 3.47388175051908E+0002	 5.62260669702853E-0003
 3.48501598689895E+0002	 5.30540594036342E-0003
 3.49615022327882E+0002	 4.94350077631366E-0003
 3.50728445965869E+0002	 4.54541788474947E-0003
 3.51841869603856E+0002	 4.12072965686747E-0003
 3.52955293241843E+0002	 3.67969773721172E-0003
 3.54068716879829E+0002	 3.23285031647030E-0003
 3.55182140517816E+0002	 2.79050398636819E-0003
 3.56295564155803E+0002	 2.36225407947922E-0003
 3.57408987793790E+0002	 1.95646967873729E-0003
 3.58522411431777E+0002	 1.57983938832898E-0003
 3.59635835069764E+0002	 1.23702053266201E-0003
 3.60749258707751E+0002	 9.30446792482666E-0004
 3.61862682345738E+0002	 6.60346053772098E-0004
 3.62976105983724E+0002	 4.25013297266277E-0004
 3.64089529621711E+0002	 2.21432093027960E-0004
 3.65202953259698E+0002	 4.89198156168364E-0005
 3.66316376897685E+0002	 1.12416427842628E-0004
 3.67429800535672E+0002	 2.45502728162840E-0004
 3.68543224173659E+0002	 3.63051596877562E-0004
 3.69656647811646E+0002	 4.66401260632091E-0004
 3.70770071449633E+0002	 5.56821547179678E-0004
 3.71883495087620E+0002	 6.35344235173425E-0004
 3.72996918725606E+0002	 7.03094614982545E-0004
 3.74110342363593E+0002	 7.61611186771179E-0004
 3.75223766001580E+0002	 8.13068057931928E-0004
 3.76337189639567E+0002	 8.60373167627719E-0004
 3.77450613277554E+0002	 9.07125215098019E-0004
 3.78564036915541E+0002	 9.57400379368771E-0004
 3.79677460553528E+0002	 1.01533579719790E-0003
 3.80790884191515E+0002	 1.08451661381079E-0003
 3.81904307829502E+0002	 1.16726467359483E-0003
 3.83017731467488E+0002	 1.26401226919479E-0003
 3.84131155105475E+0002	 1.37293929585112E-0003
 3.85244578743462E+0002	 1.48994646514143E-0003
 3.86358002381449E+0002	 1.60891807336798E-0003
 3.87471426019436E+0002	 1.72217698601268E-0003
 3.88584849657423E+0002	 1.82105182791091E-0003
 3.89698273295410E+0002	 1.89651528754439E-0003
 3.90811696933397E+0002	 1.93988133828887E-0003
 3.91925120571384E+0002	 1.94356658107914E-0003
 3.93038544209370E+0002	 1.90194246561404E-0003
 3.94151967847357E+0002	 1.81235667872069E-0003
 3.95265391485344E+0002	 1.67653119199814E-0003
 3.96378815123331E+0002	 1.50285195091811E-0003
 3.97492238761318E+0002	 1.31068997792505E-0003
 3.98605662399305E+0002	 1.13823209609395E-0003
 3.99719086037292E+0002	 1.04895703708061E-0003
 4.00832509675279E+0002	 1.10688795129610E-0003
 4.01945933313265E+0002	 1.31541787872669E-0003
 4.03059356951252E+0002	 1.62144503682329E-0003
 4.04172780589239E+0002	 1.97003915491223E-0003
 4.05286204227226E+0002	 2.32232496096745E-0003
 4.06399627865213E+0002	 2.65136357543253E-0003
 4.07513051503200E+0002	 2.93757622478485E-0003
 4.08626475141187E+0002	 3.16653331099078E-0003
 4.09739898779174E+0002	 3.32806851218529E-0003
 4.10853322417161E+0002	 3.41592297115025E-0003
 4.11966746055147E+0002	 3.42753508243082E-0003
 4.13080169693134E+0002	 3.36381089011645E-0003
 4.14193593331121E+0002	 3.22881910478538E-0003
 4.15307016969108E+0002	 3.02941359100806E-0003
 4.16420440607095E+0002	 2.77482352213565E-0003
 4.17533864245082E+0002	 2.47628375678158E-0003
 4.18647287883069E+0002	 2.14682501869133E-0003
 4.19760711521056E+0002	 1.80144779189461E-0003
 4.20874135159043E+0002	 1.45817148678136E-0003
 4.21987558797029E+0002	 1.14108244358614E-0003
 4.23100982435016E+0002	 8.87032952479276E-0004
 4.24214406073003E+0002	 7.49925432774428E-0004
 4.25327829710990E+0002	 7.64988961541315E-0004
 4.26441253348977E+0002	 8.92056990133060E-0004
 4.27554676986964E+0002	 1.06267249744534E-0003
 4.28668100624951E+0002	 1.23546238164985E-0003
 4.29781524262938E+0002	 1.39368900102682E-0003
 4.30894947900924E+0002	 1.53419215737268E-0003
 4.32008371538911E+0002	 1.66154484013264E-0003
 4.33121795176898E+0002	 1.78482847670252E-0003
 4.34235218814885E+0002	 1.91492970234062E-0003
 4.35348642452872E+0002	 2.06175854900318E-0003
 4.36462066090859E+0002	 2.23178447987449E-0003
 4.37575489728846E+0002	 2.42666673867850E-0003
 4.38688913366833E+0002	 2.64337180026929E-0003
 4.39802337004820E+0002	 2.87544093860335E-0003
 4.40915760642806E+0002	 3.11468133625825E-0003
 4.42029184280793E+0002	 3.35268391589181E-0003
 4.43142607918780E+0002	 3.58190262337127E-0003
 4.44256031556767E+0002	 3.79627508616612E-0003
 4.45369455194754E+0002	 3.99146790305726E-0003
 4.46482878832741E+0002	 4.16484952723672E-0003
 4.47596302470728E+0002	 4.31528457472364E-0003
 4.48709726108715E+0002	 4.44282933339089E-0003
 4.49823149746702E+0002	 4.54839418045905E-0003
 4.50936573384688E+0002	 4.63342364038504E-0003
 4.52049997022675E+0002	 4.69962845639728E-0003
 4.53163420660662E+0002	 4.74878755374583E-0003
 4.54276844298649E+0002	 4.78262310917591E-0003
 4.55390267936636E+0002	 4.80274030783894E-0003
 4.56503691574623E+0002	 4.81061442710711E-0003
 4.57617115212610E+0002	 4.80760030449948E-0003
 4.58730538850597E+0002	 4.79493231091163E-0003
 4.59843962488583E+0002	 4.77367825714598E-0003
 4.60957386126570E+0002	 4.74461262575631E-0003
 4.62070809764557E+0002	 4.70798878312645E-0003
 4.63184233402544E+0002	 4.66321955436557E-0003
 4.64297657040531E+0002	 4.60851698464535E-0003
 4.65411080678518E+0002	 4.54058236128004E-0003
 4.66524504316505E+0002	 4.45445792560169E-0003
 4.67637927954492E+0002	 4.34363719629957E-0003
 4.68751351592479E+0002	 4.20048079491383E-0003
 4.69864775230465E+0002	 4.01691571334818E-0003
 4.70978198868452E+0002	 3.78533348270373E-0003
 4.72091622506439E+0002	 3.49956732539760E-0003
 4.73205046144426E+0002	 3.15582860601422E-0003
 4.74318469782413E+0002	 2.75352064720943E-0003
 4.75431893420400E+0002	 2.29594218633676E-0003
 4.76545317058387E+0002	 1.79116768994223E-0003
 4.77658740696374E+0002	 1.25462943582581E-0003
 4.78772164334361E+0002	 7.24231515997496E-0004
 4.79885587972347E+0002	 4.05925923693931E-0004
 4.80999011610334E+0002	 7.29162123344812E-0004
 4.82112435248321E+0002	 1.25944259885027E-0003
 4.83225858886308E+0002	 1.79400586341185E-0003
 4.84339282524295E+0002	 2.29435578777711E-0003
 4.85452706162282E+0002	 2.74381020605417E-0003
 4.86566129800269E+0002	 3.13281684362628E-0003
 4.87679553438256E+0002	 3.45653046977152E-0003
 4.88792977076242E+0002	 3.71404907228565E-0003
 4.89906400714229E+0002	 3.90779495409965E-0003
 4.91019824352216E+0002	 4.04274578556004E-0003
 4.92133247990203E+0002	 4.12549917776353E-0003
 4.93246671628190E+0002	 4.16325912045351E-0003
 4.94360095266177E+0002	 4.16288447007071E-0003
 4.95473518904164E+0002	 4.13015298205824E-0003
 4.96586942542151E+0002	 4.06936427487212E-0003
 4.97700366180138E+0002	 3.98333394786096E-0003
 4.98813789818124E+0002	 3.87373881314163E-0003
 4.99927213456111E+0002	 3.74169252991304E-0003
 5.01040637094098E+0002	 3.58839048493337E-0003
 5.02154060732085E+0002	 3.41567169894094E-0003
 5.03267484370072E+0002	 3.22639155293743E-0003
 5.04380908008059E+0002	 3.02455931537200E-0003
 5.05494331646046E+0002	 2.81524847391932E-0003
 5.06607755284033E+0002	 2.60432478957355E-0003
 5.07721178922020E+0002	 2.39805489382011E-0003
 5.08834602560006E+0002	 2.20266069703577E-0003
 5.09948026197993E+0002	 2.02387765388902E-0003
 5.11061449835980E+0002	 1.86656425361564E-0003
 5.12174873473967E+0002	 1.73440122531389E-0003
 5.13288297111954E+0002	 1.62971361444842E-0003
 5.14401720749941E+0002	 1.55344210925851E-0003
 5.15515144387928E+0002	 1.50527146963522E-0003
 5.16628568025915E+0002	 1.48388974400858E-0003
 5.17741991663902E+0002	 1.48731797093863E-0003
 5.18855415301888E+0002	 1.51324336992373E-0003
 5.19968838939875E+0002	 1.55931741921419E-0003
 5.21082262577862E+0002	 1.62341856893367E-0003
 5.22195686215849E+0002	 1.70389469239749E-0003
 5.23309109853836E+0002	 1.79978229944252E-0003
 5.24422533491823E+0002	 1.91096223649702E-0003
 5.25535957129810E+0002	 2.03817826184441E-0003
 5.26649380767797E+0002	 2.18283700275134E-0003
 5.27762804405784E+0002	 2.34654096888743E-0003
 5.28876228043770E+0002	 2.53038179499246E-0003
 5.29989651681757E+0002	 2.73411418646323E-0003
 5.31103075319744E+0002	 2.95539537601879E-0003
 5.32216498957731E+0002	 3.18927118974556E-0003
 5.33329922595718E+0002	 3.42802010141454E-0003
 5.34443346233705E+0002	 3.66137289881669E-0003
 5.35556769871692E+0002	 3.87705338746690E-0003
 5.36670193509679E+0002	 4.06155293537465E-0003
 5.37783617147665E+0002	 4.20104939860211E-0003
 5.38897040785652E+0002	 4.28239149032944E-0003
 5.40010464423639E+0002	 4.29408129761084E-0003
 5.41123888061626E+0002	 4.22719729489771E-0003
 5.42237311699613E+0002	 4.07621006372214E-0003
 5.43350735337600E+0002	 3.83965768940884E-0003
 5.44464158975587E+0002	 3.52067504486967E-0003
 5.45577582613574E+0002	 3.12742772795916E-0003
 5.46691006251561E+0002	 2.67363610767624E-0003
 5.47804429889547E+0002	 2.17975116821378E-0003
 5.48917853527534E+0002	 1.67656008891716E-0003
 5.50031277165521E+0002	 1.21710740080485E-0003
 5.51144700803508E+0002	 9.08989173783351E-0004
 5.52258124441495E+0002	 8.99270260763241E-0004
 5.53371548079482E+0002	 1.13978374187443E-0003
 5.54484971717469E+0002	 1.44891721142370E-0003
 5.55598395355456E+0002	 1.72594313853573E-0003
 5.56711818993443E+0002	 1.92789315762069E-0003
 5.57825242631429E+0002	 2.03523630992719E-0003
 5.58938666269416E+0002	 2.04098119658619E-0003
 5.60052089907403E+0002	 1.94816447191446E-0003
 5.61165513545390E+0002	 1.77095271547858E-0003
 5.62278937183377E+0002	 1.53977487622248E-0003
 5.63392360821364E+0002	 1.31388527145548E-0003
 5.64505784459351E+0002	 1.19690328862396E-0003
 5.65619208097338E+0002	 1.29636472045614E-0003
 5.66732631735325E+0002	 1.60804080943512E-0003
 5.67846055373311E+0002	 2.04094599891690E-0003
 5.68959479011298E+0002	 2.51637100579486E-0003
 5.70072902649285E+0002	 2.98419688773243E-0003
 5.71186326287272E+0002	 3.41170048856065E-0003
 5.72299749925259E+0002	 3.77657436138534E-0003
 5.73413173563246E+0002	 4.06417287536888E-0003
 5.74526597201233E+0002	 4.26657742508580E-0003
 5.75640020839220E+0002	 4.38228059702412E-0003
 5.76753444477206E+0002	 4.41595070646619E-0003
 5.77866868115193E+0002	 4.37799244698240E-0003
 5.78980291753180E+0002	 4.28369808385060E-0003
 5.80093715391167E+0002	 4.15179808047016E-0003
 5.81207139029154E+0002	 4.00225420638952E-0003
 5.82320562667141E+0002	 3.85330295399899E-0003
 5.83433986305128E+0002	 3.71815491464944E-0003
 5.84547409943115E+0002	 3.60230000645338E-0003
 5.85660833581102E+0002	 3.50261270798440E-0003
 5.86774257219088E+0002	 3.40889605458792E-0003
 5.87887680857075E+0002	 3.30734830441067E-0003
 5.89001104495062E+0002	 3.18461891058253E-0003
 5.90114528133049E+0002	 3.03123039373916E-0003
 5.91227951771036E+0002	 2.84381999295854E-0003
