Run=1 T=0.100K BTarget=18.00T Rate=0.15T/min Mangle=26.43 deg
Field(T)	Vx1	Vy1	Vx2	Vy2	Tcx	TRox	Time(mins)	MField(T)
 8.94620000000000E+0000	 5.94428000000000E-0003	-1.31608000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31600000000000E-0001	 3.14800000000000E-0001	 6.02996186386817E+0001	 8.96870000000000E+0000
 8.94980000000000E+0000	 5.95286000000000E-0003	-1.31989000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31500000000000E-0001	 3.14900000000000E-0001	 6.03238045943456E+0001	 8.97230000000000E+0000
 8.95340000000000E+0000	 5.96336000000000E-0003	-1.32466000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.31600000000000E-0001	 3.14300000000000E-0001	 6.03478215294588E+0001	 8.97590000000000E+0000
 8.95700000000000E+0000	 5.97480000000000E-0003	-1.32561000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.31600000000000E-0001	 3.14800000000000E-0001	 6.03718231413955E+0001	 8.97950000000000E+0000
 8.96060000000000E+0000	 5.98148000000000E-0003	-1.32371000000000E-0003	 1.98390000000000E-0003	-9.20300000000000E-0005	 4.31600000000000E-0001	 3.14800000000000E-0001	 6.03959078411735E+0001	 8.98310000000000E+0000
 8.96420000000000E+0000	 5.99006000000000E-0003	-1.32561000000000E-0003	 1.98390000000000E-0003	-9.20300000000000E-0005	 4.31600000000000E-0001	 3.14900000000000E-0001	 6.04198925468647E+0001	 8.98670000000000E+0000
 8.96780000000000E+0000	 5.97671000000000E-0003	-1.32275000000000E-0003	 1.98390000000000E-0003	-9.22685000000000E-0005	 4.31700000000000E-0001	 3.14700000000000E-0001	 6.04438439755146E+0001	 8.99030000000000E+0000
 8.97140000000000E+0000	 5.96717000000000E-0003	-1.32466000000000E-0003	 1.98413000000000E-0003	-9.22685000000000E-0005	 4.31700000000000E-0001	 3.15000000000000E-0001	 6.04678621258661E+0001	 8.99390000000000E+0000
 8.97500000000000E+0000	 5.95286000000000E-0003	-1.31799000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.31700000000000E-0001	 3.14900000000000E-0001	 6.04918638076441E+0001	 8.99750000000000E+0000
 8.97860000000000E+0000	 5.94714000000000E-0003	-1.31703000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31700000000000E-0001	 3.14700000000000E-0001	 6.05162166187788E+0001	 9.00110000000000E+0000
 8.98220000000000E+0000	 5.95000000000000E-0003	-1.31703000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31700000000000E-0001	 3.14900000000000E-0001	 6.05402004072212E+0001	 9.00470000000000E+0000
 8.98580000000000E+0000	 5.96526000000000E-0003	-1.32085000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31800000000000E-0001	 3.14400000000000E-0001	 6.05641673965080E+0001	 9.00830000000000E+0000
 8.98940000000000E+0000	 5.97671000000000E-0003	-1.32466000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31800000000000E-0001	 3.14500000000000E-0001	 6.05883030478268E+0001	 9.01190000000000E+0000
 8.99300000000000E+0000	 5.98243000000000E-0003	-1.32466000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.31800000000000E-0001	 3.14800000000000E-0001	 6.06123211935223E+0001	 9.01550000000000E+0000
 8.99670000000000E+0000	 5.98624000000000E-0003	-1.32466000000000E-0003	 1.98413000000000E-0003	-9.17916000000000E-0005	 4.31800000000000E-0001	 3.15100000000000E-0001	 6.06364241730909E+0001	 9.01920000000000E+0000
 9.00030000000000E+0000	 5.98052000000000E-0003	-1.32466000000000E-0003	 1.98413000000000E-0003	-9.17916000000000E-0005	 4.31800000000000E-0001	 3.14900000000000E-0001	 6.06604073888348E+0001	 9.02280000000000E+0000
 9.00400000000000E+0000	 5.97098000000000E-0003	-1.32275000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.31800000000000E-0001	 3.14800000000000E-0001	 6.06849603417939E+0001	 9.02650000000000E+0000
 9.00760000000000E+0000	 5.96812000000000E-0003	-1.32275000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.31900000000000E-0001	 3.15000000000000E-0001	 6.07089617023020E+0001	 9.03010000000000E+0000
 9.01120000000000E+0000	 5.96431000000000E-0003	-1.32275000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.31900000000000E-0001	 3.14600000000000E-0001	 6.07329633002705E+0001	 9.03370000000000E+0000
 9.01480000000000E+0000	 5.96622000000000E-0003	-1.31799000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.31900000000000E-0001	 3.14900000000000E-0001	 6.07569970159150E+0001	 9.03730000000000E+0000
 9.01840000000000E+0000	 5.98243000000000E-0003	-1.32657000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31900000000000E-0001	 3.14600000000000E-0001	 6.07809482816019E+0001	 9.04090000000000E+0000
 9.02200000000000E+0000	 5.99959000000000E-0003	-1.32943000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31900000000000E-0001	 3.14800000000000E-0001	 6.08049495489883E+0001	 9.04450000000000E+0000
 9.02560000000000E+0000	 6.01676000000000E-0003	-1.33134000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31900000000000E-0001	 3.14600000000000E-0001	 6.08289511748933E+0001	 9.04810000000000E+0000
 9.02930000000000E+0000	 6.01009000000000E-0003	-1.33229000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.31900000000000E-0001	 3.14700000000000E-0001	 6.08540027945824E+0001	 9.05180000000000E+0000
 9.03290000000000E+0000	 5.99578000000000E-0003	-1.32848000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32000000000000E-0001	 3.15000000000000E-0001	 6.08780040386883E+0001	 9.05540000000000E+0000
 9.03650000000000E+0000	 5.98338000000000E-0003	-1.32466000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32000000000000E-0001	 3.14800000000000E-0001	 6.09019388451139E+0001	 9.05900000000000E+0000
 9.04010000000000E+0000	 5.96908000000000E-0003	-1.32371000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32000000000000E-0001	 3.14900000000000E-0001	 6.09259573772644E+0001	 9.06260000000000E+0000
 9.04370000000000E+0000	 5.96145000000000E-0003	-1.31989000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32000000000000E-0001	 3.14400000000000E-0001	 6.09500585921768E+0001	 9.06620000000000E+0000
 9.04730000000000E+0000	 5.96431000000000E-0003	-1.32085000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32100000000000E-0001	 3.14500000000000E-0001	 6.09740445037940E+0001	 9.06980000000000E+0000
 9.05090000000000E+0000	 5.97289000000000E-0003	-1.32180000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32100000000000E-0001	 3.15000000000000E-0001	 6.09980616437750E+0001	 9.07340000000000E+0000
 9.05450000000000E+0000	 5.99006000000000E-0003	-1.32848000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32100000000000E-0001	 3.14900000000000E-0001	 6.10220296108397E+0001	 9.07700000000000E+0000
 9.05810000000000E+0000	 6.00246000000000E-0003	-1.33324000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32100000000000E-0001	 3.14800000000000E-0001	 6.10460144003405E+0001	 9.08060000000000E+0000
 9.06180000000000E+0000	 6.00627000000000E-0003	-1.33134000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32100000000000E-0001	 3.14800000000000E-0001	 6.10704992813332E+0001	 9.08430000000000E+0000
 9.06540000000000E+0000	 6.00341000000000E-0003	-1.33134000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32200000000000E-0001	 3.14800000000000E-0001	 6.10945180043832E+0001	 9.08790000000000E+0000
 9.06900000000000E+0000	 5.99292000000000E-0003	-1.32752000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32200000000000E-0001	 3.14500000000000E-0001	 6.11185022584342E+0001	 9.09150000000000E+0000
 9.07260000000000E+0000	 5.98720000000000E-0003	-1.32752000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32200000000000E-0001	 3.14500000000000E-0001	 6.11424204146989E+0001	 9.09510000000000E+0000
 9.07620000000000E+0000	 5.98338000000000E-0003	-1.32752000000000E-0003	 1.98413000000000E-0003	-9.17916000000000E-0005	 4.32200000000000E-0001	 3.14500000000000E-0001	 6.11663899182717E+0001	 9.09870000000000E+0000
 9.07980000000000E+0000	 5.98815000000000E-0003	-1.32752000000000E-0003	 1.98413000000000E-0003	-9.17916000000000E-0005	 4.32200000000000E-0001	 3.14400000000000E-0001	 6.11904067323268E+0001	 9.10230000000000E+0000
 9.08340000000000E+0000	 5.99959000000000E-0003	-1.33134000000000E-0003	 1.98413000000000E-0003	-9.17916000000000E-0005	 4.32200000000000E-0001	 3.14900000000000E-0001	 6.12143747971693E+0001	 9.10590000000000E+0000
 9.08700000000000E+0000	 6.01295000000000E-0003	-1.33038000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32300000000000E-0001	 3.14700000000000E-0001	 6.12383275574596E+0001	 9.10950000000000E+0000
 9.09060000000000E+0000	 6.02725000000000E-0003	-1.33801000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32200000000000E-0001	 3.14600000000000E-0001	 6.12624110745919E+0001	 9.11310000000000E+0000
 9.09420000000000E+0000	 6.02344000000000E-0003	-1.33420000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32200000000000E-0001	 3.14900000000000E-0001	 6.12863970653626E+0001	 9.11670000000000E+0000
 9.09780000000000E+0000	 6.02153000000000E-0003	-1.33324000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32300000000000E-0001	 3.14300000000000E-0001	 6.13103640686177E+0001	 9.12030000000000E+0000
 9.10140000000000E+0000	 6.00150000000000E-0003	-1.32752000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32300000000000E-0001	 3.14600000000000E-0001	 6.13343152272146E+0001	 9.12390000000000E+0000
 9.10500000000000E+0000	 5.98815000000000E-0003	-1.32752000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32300000000000E-0001	 3.14700000000000E-0001	 6.13583162198920E+0001	 9.12750000000000E+0000
 9.10860000000000E+0000	 5.97480000000000E-0003	-1.32466000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32300000000000E-0001	 3.14100000000000E-0001	 6.13823018242076E+0001	 9.13110000000000E+0000
 9.11220000000000E+0000	 5.97480000000000E-0003	-1.32466000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32400000000000E-0001	 3.14700000000000E-0001	 6.14063032592131E+0001	 9.13470000000000E+0000
 9.11580000000000E+0000	 5.97671000000000E-0003	-1.32371000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32400000000000E-0001	 3.14900000000000E-0001	 6.14303392656515E+0001	 9.13830000000000E+0000
 9.11940000000000E+0000	 5.99483000000000E-0003	-1.33038000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32400000000000E-0001	 3.14600000000000E-0001	 6.14544229876516E+0001	 9.14190000000000E+0000
 9.12300000000000E+0000	 6.01771000000000E-0003	-1.33229000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32500000000000E-0001	 3.14700000000000E-0001	 6.14783743185237E+0001	 9.14550000000000E+0000
 9.12660000000000E+0000	 6.02821000000000E-0003	-1.33611000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32500000000000E-0001	 3.14700000000000E-0001	 6.15027592287102E+0001	 9.14910000000000E+0000
 9.13020000000000E+0000	 6.03583000000000E-0003	-1.34087000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32400000000000E-0001	 3.14700000000000E-0001	 6.15267774023421E+0001	 9.15270000000000E+0000
 9.13380000000000E+0000	 6.02916000000000E-0003	-1.33611000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32500000000000E-0001	 3.14600000000000E-0001	 6.15507956830640E+0001	 9.15630000000000E+0000
 9.13740000000000E+0000	 6.02153000000000E-0003	-1.33611000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32500000000000E-0001	 3.14800000000000E-0001	 6.15748304602959E+0001	 9.15990000000000E+0000
 9.14100000000000E+0000	 6.01104000000000E-0003	-1.32943000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32600000000000E-0001	 3.14500000000000E-0001	 6.15988650838771E+0001	 9.16350000000000E+0000
 9.14460000000000E+0000	 6.00627000000000E-0003	-1.33038000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32500000000000E-0001	 3.14600000000000E-0001	 6.16228179186647E+0001	 9.16710000000000E+0000
 9.14820000000000E+0000	 6.00627000000000E-0003	-1.33134000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32500000000000E-0001	 3.14200000000000E-0001	 6.16468348677462E+0001	 9.17070000000000E+0000
 9.15180000000000E+0000	 6.02153000000000E-0003	-1.33515000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32600000000000E-0001	 3.14300000000000E-0001	 6.16708363725930E+0001	 9.17430000000000E+0000
 9.15540000000000E+0000	 6.03870000000000E-0003	-1.33611000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32600000000000E-0001	 3.14700000000000E-0001	 6.16948546859075E+0001	 9.17790000000000E+0000
 9.15910000000000E+0000	 6.04919000000000E-0003	-1.34087000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32600000000000E-0001	 3.15000000000000E-0001	 6.17189728862188E+0001	 9.18160000000000E+0000
 9.16270000000000E+0000	 6.04919000000000E-0003	-1.33897000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32600000000000E-0001	 3.14400000000000E-0001	 6.17432254518381E+0001	 9.18520000000000E+0000
 9.16630000000000E+0000	 6.03202000000000E-0003	-1.34087000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32600000000000E-0001	 3.14500000000000E-0001	 6.17674934803166E+0001	 9.18880000000000E+0000
 9.17000000000000E+0000	 6.01962000000000E-0003	-1.33420000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32700000000000E-0001	 3.14900000000000E-0001	 6.17916954715381E+0001	 9.19250000000000E+0000
 9.17360000000000E+0000	 5.99769000000000E-0003	-1.33134000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.32700000000000E-0001	 3.14600000000000E-0001	 6.18156965200884E+0001	 9.19610000000000E+0000
 9.17720000000000E+0000	 5.99387000000000E-0003	-1.32943000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32700000000000E-0001	 3.14200000000000E-0001	 6.18396800431340E+0001	 9.19970000000000E+0000
 9.18080000000000E+0000	 5.99483000000000E-0003	-1.32466000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32700000000000E-0001	 3.14500000000000E-0001	 6.18636480474474E+0001	 9.20330000000000E+0000
 9.18440000000000E+0000	 6.01009000000000E-0003	-1.33420000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32700000000000E-0001	 3.14600000000000E-0001	 6.18876828665841E+0001	 9.20690000000000E+0000
 9.18800000000000E+0000	 6.03679000000000E-0003	-1.33801000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32800000000000E-0001	 3.14500000000000E-0001	 6.19120846737039E+0001	 9.21050000000000E+0000
 9.19170000000000E+0000	 6.05682000000000E-0003	-1.34373000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32800000000000E-0001	 3.14600000000000E-0001	 6.19362692046056E+0001	 9.21420000000000E+0000
 9.19530000000000E+0000	 6.07207000000000E-0003	-1.34755000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.32800000000000E-0001	 3.14300000000000E-0001	 6.19602541756936E+0001	 9.21780000000000E+0000
 9.19890000000000E+0000	 6.07494000000000E-0003	-1.34850000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32800000000000E-0001	 3.14400000000000E-0001	 6.19842398265701E+0001	 9.22140000000000E+0000
 9.20250000000000E+0000	 6.06158000000000E-0003	-1.34660000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32800000000000E-0001	 3.14300000000000E-0001	 6.20082234799861E+0001	 9.22500000000000E+0000
 9.20610000000000E+0000	 6.03870000000000E-0003	-1.33801000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32800000000000E-0001	 3.14300000000000E-0001	 6.20322252502297E+0001	 9.22860000000000E+0000
 9.20970000000000E+0000	 6.02534000000000E-0003	-1.33801000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32900000000000E-0001	 3.14700000000000E-0001	 6.20563266187928E+0001	 9.23220000000000E+0000
 9.21330000000000E+0000	 6.01771000000000E-0003	-1.33420000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32900000000000E-0001	 3.14800000000000E-0001	 6.20803279839570E+0001	 9.23580000000000E+0000
 9.21690000000000E+0000	 6.01962000000000E-0003	-1.33420000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32900000000000E-0001	 3.14500000000000E-0001	 6.21042794917604E+0001	 9.23940000000000E+0000
 9.22050000000000E+0000	 6.03679000000000E-0003	-1.33420000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32800000000000E-0001	 3.14300000000000E-0001	 6.21282310042198E+0001	 9.24300000000000E+0000
 9.22410000000000E+0000	 6.05872000000000E-0003	-1.34373000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.32900000000000E-0001	 3.14500000000000E-0001	 6.21522157983766E+0001	 9.24660000000000E+0000
 9.22770000000000E+0000	 6.07398000000000E-0003	-1.34755000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33000000000000E-0001	 3.14500000000000E-0001	 6.21762163952867E+0001	 9.25020000000000E+0000
 9.23130000000000E+0000	 6.07875000000000E-0003	-1.34755000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33000000000000E-0001	 3.14300000000000E-0001	 6.22002353790775E+0001	 9.25380000000000E+0000
 9.23490000000000E+0000	 6.07207000000000E-0003	-1.34660000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33000000000000E-0001	 3.14500000000000E-0001	 6.22242367768343E+0001	 9.25740000000000E+0000
 9.23850000000000E+0000	 6.05395000000000E-0003	-1.34183000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33000000000000E-0001	 3.14400000000000E-0001	 6.22485229221405E+0001	 9.26100000000000E+0000
 9.24210000000000E+0000	 6.03870000000000E-0003	-1.33897000000000E-0003	 1.98461000000000E-0003	-9.20300000000000E-0005	 4.33000000000000E-0001	 3.14700000000000E-0001	 6.22725067152389E+0001	 9.26460000000000E+0000
 9.24570000000000E+0000	 6.02821000000000E-0003	-1.33611000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33000000000000E-0001	 3.14900000000000E-0001	 6.22965079500328E+0001	 9.26820000000000E+0000
 9.24930000000000E+0000	 6.03393000000000E-0003	-1.33420000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33000000000000E-0001	 3.14600000000000E-0001	 6.23207094849578E+0001	 9.27180000000000E+0000
 9.25290000000000E+0000	 6.04156000000000E-0003	-1.33801000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33100000000000E-0001	 3.14500000000000E-0001	 6.23447954279105E+0001	 9.27540000000000E+0000
 9.25650000000000E+0000	 6.06254000000000E-0003	-1.34087000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33100000000000E-0001	 3.14500000000000E-0001	 6.23687791465116E+0001	 9.27900000000000E+0000
 9.26010000000000E+0000	 6.08161000000000E-0003	-1.34850000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33100000000000E-0001	 3.14200000000000E-0001	 6.23927804744271E+0001	 9.28260000000000E+0000
 9.26370000000000E+0000	 6.10355000000000E-0003	-1.35518000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33200000000000E-0001	 3.14100000000000E-0001	 6.24167820770517E+0001	 9.28620000000000E+0000
 9.26730000000000E+0000	 6.11404000000000E-0003	-1.35518000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33200000000000E-0001	 3.14600000000000E-0001	 6.24407836098350E+0001	 9.28980000000000E+0000
 9.27090000000000E+0000	 6.09782000000000E-0003	-1.35327000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.33200000000000E-0001	 3.14600000000000E-0001	 6.24647516281166E+0001	 9.29340000000000E+0000
 9.27450000000000E+0000	 6.07684000000000E-0003	-1.34660000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33200000000000E-0001	 3.14300000000000E-0001	 6.24887865077824E+0001	 9.29700000000000E+0000
 9.27820000000000E+0000	 6.05968000000000E-0003	-1.34469000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33100000000000E-0001	 3.14500000000000E-0001	 6.25130545362609E+0001	 9.30070000000000E+0000
 9.28180000000000E+0000	 6.05014000000000E-0003	-1.34087000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33200000000000E-0001	 3.14800000000000E-0001	 6.25370742464010E+0001	 9.30430000000000E+0000
 9.28540000000000E+0000	 6.05491000000000E-0003	-1.34278000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33300000000000E-0001	 3.14200000000000E-0001	 6.25610408538888E+0001	 9.30790000000000E+0000
 9.28900000000000E+0000	 6.06635000000000E-0003	-1.34660000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33300000000000E-0001	 3.14300000000000E-0001	 6.25852592438424E+0001	 9.31150000000000E+0000
 9.29260000000000E+0000	 6.08161000000000E-0003	-1.34946000000000E-0003	 1.98413000000000E-0003	-9.20300000000000E-0005	 4.33300000000000E-0001	 3.14500000000000E-0001	 6.26092783626597E+0001	 9.31510000000000E+0000
 9.29620000000000E+0000	 6.10831000000000E-0003	-1.35232000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33300000000000E-0001	 3.14100000000000E-0001	 6.26332956656037E+0001	 9.31870000000000E+0000
 9.29980000000000E+0000	 6.11499000000000E-0003	-1.35613000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33300000000000E-0001	 3.14200000000000E-0001	 6.26572967420906E+0001	 9.32230000000000E+0000
 9.30340000000000E+0000	 6.11690000000000E-0003	-1.35804000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33300000000000E-0001	 3.14400000000000E-0001	 6.26813148738178E+0001	 9.32590000000000E+0000
 9.30700000000000E+0000	 6.10545000000000E-0003	-1.35804000000000E-0003	 1.98461000000000E-0003	-9.20300000000000E-0005	 4.33400000000000E-0001	 3.14500000000000E-0001	 6.27053831050222E+0001	 9.32950000000000E+0000
 9.31060000000000E+0000	 6.08352000000000E-0003	-1.35136000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33400000000000E-0001	 3.14500000000000E-0001	 6.27293524596003E+0001	 9.33310000000000E+0000
 9.31420000000000E+0000	 6.07112000000000E-0003	-1.34564000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33400000000000E-0001	 3.14200000000000E-0001	 6.27533194116384E+0001	 9.33670000000000E+0000
 9.31780000000000E+0000	 6.06158000000000E-0003	-1.34469000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33400000000000E-0001	 3.14400000000000E-0001	 6.27773709647455E+0001	 9.34030000000000E+0000
 9.32150000000000E+0000	 6.06921000000000E-0003	-1.34373000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33400000000000E-0001	 3.14300000000000E-0001	 6.28016058046484E+0001	 9.34400000000000E+0000
 9.32510000000000E+0000	 6.08352000000000E-0003	-1.35041000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33500000000000E-0001	 3.14500000000000E-0001	 6.28256071232517E+0001	 9.34760000000000E+0000
 9.32870000000000E+0000	 6.10068000000000E-0003	-1.35422000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.33500000000000E-0001	 3.14000000000000E-0001	 6.28497754463207E+0001	 9.35120000000000E+0000
 9.33230000000000E+0000	 6.12548000000000E-0003	-1.35995000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.33500000000000E-0001	 3.14300000000000E-0001	 6.28738101071505E+0001	 9.35480000000000E+0000
 9.33590000000000E+0000	 6.14360000000000E-0003	-1.36281000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33600000000000E-0001	 3.14600000000000E-0001	 6.28978296310471E+0001	 9.35840000000000E+0000
 9.33950000000000E+0000	 6.14074000000000E-0003	-1.36281000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33600000000000E-0001	 3.14300000000000E-0001	 6.29218465102874E+0001	 9.36200000000000E+0000
 9.34310000000000E+0000	 6.12357000000000E-0003	-1.35804000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33600000000000E-0001	 3.14100000000000E-0001	 6.29458644650833E+0001	 9.36560000000000E+0000
 9.34670000000000E+0000	 6.09973000000000E-0003	-1.35613000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33600000000000E-0001	 3.14500000000000E-0001	 6.29699006251726E+0001	 9.36920000000000E+0000
 9.35030000000000E+0000	 6.08161000000000E-0003	-1.35041000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33600000000000E-0001	 3.14500000000000E-0001	 6.29938833427153E+0001	 9.37280000000000E+0000
 9.35390000000000E+0000	 6.08256000000000E-0003	-1.35327000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33600000000000E-0001	 3.14700000000000E-0001	 6.30178855739114E+0001	 9.37640000000000E+0000
 9.35750000000000E+0000	 6.08256000000000E-0003	-1.35041000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33600000000000E-0001	 3.14000000000000E-0001	 6.30419372154841E+0001	 9.38000000000000E+0000
 9.36110000000000E+0000	 6.10355000000000E-0003	-1.35613000000000E-0003	 1.98437000000000E-0003	-9.20300000000000E-0005	 4.33700000000000E-0001	 3.14200000000000E-0001	 6.30659064350357E+0001	 9.38360000000000E+0000
 9.36470000000000E+0000	 6.13120000000000E-0003	-1.35804000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.33600000000000E-0001	 3.14500000000000E-0001	 6.30901566958929E+0001	 9.38720000000000E+0000
 9.36830000000000E+0000	 6.14646000000000E-0003	-1.36662000000000E-0003	 1.98437000000000E-0003	-9.22685000000000E-0005	 4.33700000000000E-0001	 3.14000000000000E-0001	 6.31142582646677E+0001	 9.39080000000000E+0000
